Total Nacional;Comunidades y Ciudades Autónomas;Viajeros y tasas;Periodo;Total
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2014M03;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2014M02;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2014M01;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2013M12;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2013M11;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2013M10;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2013M09;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2013M08;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2013M07;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2013M06;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2013M05;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2013M04;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2013M03;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2013M02;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2013M01;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2012M12;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2012M11;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2012M10;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2012M09;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2012M08;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2012M07;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2012M06;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2012M05;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2012M04;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2012M03;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2012M02;.
Total Nacional;17 Rioja, La;Variación de la media en lo que va de año;2012M01;.
Total Nacional;18 Ceuta;Viajeros transportados;2024M09;.
Total Nacional;18 Ceuta;Viajeros transportados;2024M08;.
Total Nacional;18 Ceuta;Viajeros transportados;2024M07;.
Total Nacional;18 Ceuta;Viajeros transportados;2024M06;.
Total Nacional;18 Ceuta;Viajeros transportados;2024M05;.
Total Nacional;18 Ceuta;Viajeros transportados;2024M04;.
Total Nacional;18 Ceuta;Viajeros transportados;2024M03;.
Total Nacional;18 Ceuta;Viajeros transportados;2024M02;.
Total Nacional;18 Ceuta;Viajeros transportados;2024M01;.
Total Nacional;18 Ceuta;Viajeros transportados;2023M12;.
Total Nacional;18 Ceuta;Viajeros transportados;2023M11;.
Total Nacional;18 Ceuta;Viajeros transportados;2023M10;.
Total Nacional;18 Ceuta;Viajeros transportados;2023M09;.
Total Nacional;18 Ceuta;Viajeros transportados;2023M08;.
Total Nacional;18 Ceuta;Viajeros transportados;2023M07;.
Total Nacional;18 Ceuta;Viajeros transportados;2023M06;.
Total Nacional;18 Ceuta;Viajeros transportados;2023M05;.
Total Nacional;18 Ceuta;Viajeros transportados;2023M04;.
Total Nacional;18 Ceuta;Viajeros transportados;2023M03;.
Total Nacional;18 Ceuta;Viajeros transportados;2023M02;.
Total Nacional;18 Ceuta;Viajeros transportados;2023M01;.
Total Nacional;18 Ceuta;Viajeros transportados;2022M12;.
Total Nacional;18 Ceuta;Viajeros transportados;2022M11;.
Total Nacional;18 Ceuta;Viajeros transportados;2022M10;.
Total Nacional;18 Ceuta;Viajeros transportados;2022M09;.
Total Nacional;18 Ceuta;Viajeros transportados;2022M08;.
Total Nacional;18 Ceuta;Viajeros transportados;2022M07;.
Total Nacional;18 Ceuta;Viajeros transportados;2022M06;.
Total Nacional;18 Ceuta;Viajeros transportados;2022M05;.
Total Nacional;18 Ceuta;Viajeros transportados;2022M04;.
Total Nacional;18 Ceuta;Viajeros transportados;2022M03;.
Total Nacional;18 Ceuta;Viajeros transportados;2022M02;.
Total Nacional;18 Ceuta;Viajeros transportados;2022M01;.
Total Nacional;18 Ceuta;Viajeros transportados;2021M12;.
Total Nacional;18 Ceuta;Viajeros transportados;2021M11;.
Total Nacional;18 Ceuta;Viajeros transportados;2021M10;.
Total Nacional;18 Ceuta;Viajeros transportados;2021M09;.
Total Nacional;18 Ceuta;Viajeros transportados;2021M08;.
Total Nacional;18 Ceuta;Viajeros transportados;2021M07;.
Total Nacional;18 Ceuta;Viajeros transportados;2021M06;.
Total Nacional;18 Ceuta;Viajeros transportados;2021M05;.
Total Nacional;18 Ceuta;Viajeros transportados;2021M04;.
Total Nacional;18 Ceuta;Viajeros transportados;2021M03;.
Total Nacional;18 Ceuta;Viajeros transportados;2021M02;.
Total Nacional;18 Ceuta;Viajeros transportados;2021M01;.
Total Nacional;18 Ceuta;Viajeros transportados;2020M12;.
Total Nacional;18 Ceuta;Viajeros transportados;2020M11;.
Total Nacional;18 Ceuta;Viajeros transportados;2020M10;.
Total Nacional;18 Ceuta;Viajeros transportados;2020M09;.
Total Nacional;18 Ceuta;Viajeros transportados;2020M08;.
Total Nacional;18 Ceuta;Viajeros transportados;2020M07;.
Total Nacional;18 Ceuta;Viajeros transportados;2020M06;.
Total Nacional;18 Ceuta;Viajeros transportados;2020M05;.
Total Nacional;18 Ceuta;Viajeros transportados;2020M04;.
Total Nacional;18 Ceuta;Viajeros transportados;2020M03;.
Total Nacional;18 Ceuta;Viajeros transportados;2020M02;.
Total Nacional;18 Ceuta;Viajeros transportados;2020M01;.
Total Nacional;18 Ceuta;Viajeros transportados;2019M12;.
Total Nacional;18 Ceuta;Viajeros transportados;2019M11;.
Total Nacional;18 Ceuta;Viajeros transportados;2019M10;.
Total Nacional;18 Ceuta;Viajeros transportados;2019M09;.
Total Nacional;18 Ceuta;Viajeros transportados;2019M08;.
Total Nacional;18 Ceuta;Viajeros transportados;2019M07;.
Total Nacional;18 Ceuta;Viajeros transportados;2019M06;.
Total Nacional;18 Ceuta;Viajeros transportados;2019M05;.
Total Nacional;18 Ceuta;Viajeros transportados;2019M04;.
Total Nacional;18 Ceuta;Viajeros transportados;2019M03;.
Total Nacional;18 Ceuta;Viajeros transportados;2019M02;.
Total Nacional;18 Ceuta;Viajeros transportados;2019M01;.
Total Nacional;18 Ceuta;Viajeros transportados;2018M12;.
Total Nacional;18 Ceuta;Viajeros transportados;2018M11;.
Total Nacional;18 Ceuta;Viajeros transportados;2018M10;.
Total Nacional;18 Ceuta;Viajeros transportados;2018M09;.
Total Nacional;18 Ceuta;Viajeros transportados;2018M08;.
Total Nacional;18 Ceuta;Viajeros transportados;2018M07;.
Total Nacional;18 Ceuta;Viajeros transportados;2018M06;.
Total Nacional;18 Ceuta;Viajeros transportados;2018M05;.
Total Nacional;18 Ceuta;Viajeros transportados;2018M04;.
Total Nacional;18 Ceuta;Viajeros transportados;2018M03;.
Total Nacional;18 Ceuta;Viajeros transportados;2018M02;.
Total Nacional;18 Ceuta;Viajeros transportados;2018M01;.
Total Nacional;18 Ceuta;Viajeros transportados;2017M12;.
Total Nacional;18 Ceuta;Viajeros transportados;2017M11;.
Total Nacional;18 Ceuta;Viajeros transportados;2017M10;.
Total Nacional;18 Ceuta;Viajeros transportados;2017M09;.
Total Nacional;18 Ceuta;Viajeros transportados;2017M08;.
Total Nacional;18 Ceuta;Viajeros transportados;2017M07;.
Total Nacional;18 Ceuta;Viajeros transportados;2017M06;.
Total Nacional;18 Ceuta;Viajeros transportados;2017M05;.
Total Nacional;18 Ceuta;Viajeros transportados;2017M04;.
Total Nacional;18 Ceuta;Viajeros transportados;2017M03;.
Total Nacional;18 Ceuta;Viajeros transportados;2017M02;.
Total Nacional;18 Ceuta;Viajeros transportados;2017M01;.
Total Nacional;18 Ceuta;Viajeros transportados;2016M12;.
Total Nacional;18 Ceuta;Viajeros transportados;2016M11;.
Total Nacional;18 Ceuta;Viajeros transportados;2016M10;.
Total Nacional;18 Ceuta;Viajeros transportados;2016M09;.
Total Nacional;18 Ceuta;Viajeros transportados;2016M08;.
Total Nacional;18 Ceuta;Viajeros transportados;2016M07;.
Total Nacional;18 Ceuta;Viajeros transportados;2016M06;.
Total Nacional;18 Ceuta;Viajeros transportados;2016M05;.
Total Nacional;18 Ceuta;Viajeros transportados;2016M04;.
Total Nacional;18 Ceuta;Viajeros transportados;2016M03;.
Total Nacional;18 Ceuta;Viajeros transportados;2016M02;.
Total Nacional;18 Ceuta;Viajeros transportados;2016M01;.
Total Nacional;18 Ceuta;Viajeros transportados;2015M12;.
Total Nacional;18 Ceuta;Viajeros transportados;2015M11;.
Total Nacional;18 Ceuta;Viajeros transportados;2015M10;.
Total Nacional;18 Ceuta;Viajeros transportados;2015M09;.
Total Nacional;18 Ceuta;Viajeros transportados;2015M08;.
Total Nacional;18 Ceuta;Viajeros transportados;2015M07;.
Total Nacional;18 Ceuta;Viajeros transportados;2015M06;.
Total Nacional;18 Ceuta;Viajeros transportados;2015M05;.
Total Nacional;18 Ceuta;Viajeros transportados;2015M04;.
Total Nacional;18 Ceuta;Viajeros transportados;2015M03;.
Total Nacional;18 Ceuta;Viajeros transportados;2015M02;.
Total Nacional;18 Ceuta;Viajeros transportados;2015M01;.
Total Nacional;18 Ceuta;Viajeros transportados;2014M12;.
Total Nacional;18 Ceuta;Viajeros transportados;2014M11;.
Total Nacional;18 Ceuta;Viajeros transportados;2014M10;.
Total Nacional;18 Ceuta;Viajeros transportados;2014M09;.
Total Nacional;18 Ceuta;Viajeros transportados;2014M08;.
Total Nacional;18 Ceuta;Viajeros transportados;2014M07;.
Total Nacional;18 Ceuta;Viajeros transportados;2014M06;.
Total Nacional;18 Ceuta;Viajeros transportados;2014M05;.
Total Nacional;18 Ceuta;Viajeros transportados;2014M04;.
Total Nacional;18 Ceuta;Viajeros transportados;2014M03;.
Total Nacional;18 Ceuta;Viajeros transportados;2014M02;.
Total Nacional;18 Ceuta;Viajeros transportados;2014M01;.
Total Nacional;18 Ceuta;Viajeros transportados;2013M12;.
Total Nacional;18 Ceuta;Viajeros transportados;2013M11;.
Total Nacional;18 Ceuta;Viajeros transportados;2013M10;.
Total Nacional;18 Ceuta;Viajeros transportados;2013M09;.
Total Nacional;18 Ceuta;Viajeros transportados;2013M08;.
Total Nacional;18 Ceuta;Viajeros transportados;2013M07;.
Total Nacional;18 Ceuta;Viajeros transportados;2013M06;.
Total Nacional;18 Ceuta;Viajeros transportados;2013M05;.
Total Nacional;18 Ceuta;Viajeros transportados;2013M04;.
Total Nacional;18 Ceuta;Viajeros transportados;2013M03;.
Total Nacional;18 Ceuta;Viajeros transportados;2013M02;.
Total Nacional;18 Ceuta;Viajeros transportados;2013M01;.
Total Nacional;18 Ceuta;Viajeros transportados;2012M12;.
Total Nacional;18 Ceuta;Viajeros transportados;2012M11;.
Total Nacional;18 Ceuta;Viajeros transportados;2012M10;.
Total Nacional;18 Ceuta;Viajeros transportados;2012M09;.
Total Nacional;18 Ceuta;Viajeros transportados;2012M08;.
Total Nacional;18 Ceuta;Viajeros transportados;2012M07;.
Total Nacional;18 Ceuta;Viajeros transportados;2012M06;.
Total Nacional;18 Ceuta;Viajeros transportados;2012M05;.
Total Nacional;18 Ceuta;Viajeros transportados;2012M04;.
Total Nacional;18 Ceuta;Viajeros transportados;2012M03;.
Total Nacional;18 Ceuta;Viajeros transportados;2012M02;.
Total Nacional;18 Ceuta;Viajeros transportados;2012M01;.
Total Nacional;18 Ceuta;Variación anual;2024M09;.
Total Nacional;18 Ceuta;Variación anual;2024M08;.
Total Nacional;18 Ceuta;Variación anual;2024M07;.
Total Nacional;18 Ceuta;Variación anual;2024M06;.
Total Nacional;18 Ceuta;Variación anual;2024M05;.
Total Nacional;18 Ceuta;Variación anual;2024M04;.
Total Nacional;18 Ceuta;Variación anual;2024M03;.
Total Nacional;18 Ceuta;Variación anual;2024M02;.
Total Nacional;18 Ceuta;Variación anual;2024M01;.
Total Nacional;18 Ceuta;Variación anual;2023M12;.
Total Nacional;18 Ceuta;Variación anual;2023M11;.
Total Nacional;18 Ceuta;Variación anual;2023M10;.
Total Nacional;18 Ceuta;Variación anual;2023M09;.
Total Nacional;18 Ceuta;Variación anual;2023M08;.
Total Nacional;18 Ceuta;Variación anual;2023M07;.
Total Nacional;18 Ceuta;Variación anual;2023M06;.
Total Nacional;18 Ceuta;Variación anual;2023M05;.
Total Nacional;18 Ceuta;Variación anual;2023M04;.
Total Nacional;18 Ceuta;Variación anual;2023M03;.
Total Nacional;18 Ceuta;Variación anual;2023M02;.
Total Nacional;18 Ceuta;Variación anual;2023M01;.
Total Nacional;18 Ceuta;Variación anual;2022M12;.
Total Nacional;18 Ceuta;Variación anual;2022M11;.
Total Nacional;18 Ceuta;Variación anual;2022M10;.
Total Nacional;18 Ceuta;Variación anual;2022M09;.
Total Nacional;18 Ceuta;Variación anual;2022M08;.
Total Nacional;18 Ceuta;Variación anual;2022M07;.
Total Nacional;18 Ceuta;Variación anual;2022M06;.
Total Nacional;18 Ceuta;Variación anual;2022M05;.
Total Nacional;18 Ceuta;Variación anual;2022M04;.
Total Nacional;18 Ceuta;Variación anual;2022M03;.
Total Nacional;18 Ceuta;Variación anual;2022M02;.
Total Nacional;18 Ceuta;Variación anual;2022M01;.
Total Nacional;18 Ceuta;Variación anual;2021M12;.
Total Nacional;18 Ceuta;Variación anual;2021M11;.
Total Nacional;18 Ceuta;Variación anual;2021M10;.
Total Nacional;18 Ceuta;Variación anual;2021M09;.
Total Nacional;18 Ceuta;Variación anual;2021M08;.
Total Nacional;18 Ceuta;Variación anual;2021M07;.
Total Nacional;18 Ceuta;Variación anual;2021M06;.
Total Nacional;18 Ceuta;Variación anual;2021M05;.
Total Nacional;18 Ceuta;Variación anual;2021M04;.
Total Nacional;18 Ceuta;Variación anual;2021M03;.
Total Nacional;18 Ceuta;Variación anual;2021M02;.
Total Nacional;18 Ceuta;Variación anual;2021M01;.
Total Nacional;18 Ceuta;Variación anual;2020M12;.
Total Nacional;18 Ceuta;Variación anual;2020M11;.
Total Nacional;18 Ceuta;Variación anual;2020M10;.
Total Nacional;18 Ceuta;Variación anual;2020M09;.
Total Nacional;18 Ceuta;Variación anual;2020M08;.
Total Nacional;18 Ceuta;Variación anual;2020M07;.
Total Nacional;18 Ceuta;Variación anual;2020M06;.
Total Nacional;18 Ceuta;Variación anual;2020M05;.
Total Nacional;18 Ceuta;Variación anual;2020M04;.
Total Nacional;18 Ceuta;Variación anual;2020M03;.
Total Nacional;18 Ceuta;Variación anual;2020M02;.
Total Nacional;18 Ceuta;Variación anual;2020M01;.
Total Nacional;18 Ceuta;Variación anual;2019M12;.
Total Nacional;18 Ceuta;Variación anual;2019M11;.
Total Nacional;18 Ceuta;Variación anual;2019M10;.
Total Nacional;18 Ceuta;Variación anual;2019M09;.
Total Nacional;18 Ceuta;Variación anual;2019M08;.
Total Nacional;18 Ceuta;Variación anual;2019M07;.
Total Nacional;18 Ceuta;Variación anual;2019M06;.
Total Nacional;18 Ceuta;Variación anual;2019M05;.
Total Nacional;18 Ceuta;Variación anual;2019M04;.
Total Nacional;18 Ceuta;Variación anual;2019M03;.
Total Nacional;18 Ceuta;Variación anual;2019M02;.
Total Nacional;18 Ceuta;Variación anual;2019M01;.
Total Nacional;18 Ceuta;Variación anual;2018M12;.
Total Nacional;18 Ceuta;Variación anual;2018M11;.
Total Nacional;18 Ceuta;Variación anual;2018M10;.
Total Nacional;18 Ceuta;Variación anual;2018M09;.
Total Nacional;18 Ceuta;Variación anual;2018M08;.
Total Nacional;18 Ceuta;Variación anual;2018M07;.
Total Nacional;18 Ceuta;Variación anual;2018M06;.
Total Nacional;18 Ceuta;Variación anual;2018M05;.
Total Nacional;18 Ceuta;Variación anual;2018M04;.
Total Nacional;18 Ceuta;Variación anual;2018M03;.
Total Nacional;18 Ceuta;Variación anual;2018M02;.
Total Nacional;18 Ceuta;Variación anual;2018M01;.
Total Nacional;18 Ceuta;Variación anual;2017M12;.
Total Nacional;18 Ceuta;Variación anual;2017M11;.
Total Nacional;18 Ceuta;Variación anual;2017M10;.
Total Nacional;18 Ceuta;Variación anual;2017M09;.
Total Nacional;18 Ceuta;Variación anual;2017M08;.
Total Nacional;18 Ceuta;Variación anual;2017M07;.
Total Nacional;18 Ceuta;Variación anual;2017M06;.
Total Nacional;18 Ceuta;Variación anual;2017M05;.
Total Nacional;18 Ceuta;Variación anual;2017M04;.
Total Nacional;18 Ceuta;Variación anual;2017M03;.
Total Nacional;18 Ceuta;Variación anual;2017M02;.
Total Nacional;18 Ceuta;Variación anual;2017M01;.
Total Nacional;18 Ceuta;Variación anual;2016M12;.
Total Nacional;18 Ceuta;Variación anual;2016M11;.
Total Nacional;18 Ceuta;Variación anual;2016M10;.
Total Nacional;18 Ceuta;Variación anual;2016M09;.
Total Nacional;18 Ceuta;Variación anual;2016M08;.
Total Nacional;18 Ceuta;Variación anual;2016M07;.
Total Nacional;18 Ceuta;Variación anual;2016M06;.
Total Nacional;18 Ceuta;Variación anual;2016M05;.
Total Nacional;18 Ceuta;Variación anual;2016M04;.
Total Nacional;18 Ceuta;Variación anual;2016M03;.
Total Nacional;18 Ceuta;Variación anual;2016M02;.
Total Nacional;18 Ceuta;Variación anual;2016M01;.
Total Nacional;18 Ceuta;Variación anual;2015M12;.
